OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG,INSTID,INSTDT,UPDTID,UPDTDT
1351-443AA30,1,1,1,1,MA-1351-443AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443CA30,1,1,1,1,MA-1351-443CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443CA30-2A,1,1,1,1,MA-1351-443CA30-2A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443CA38,1,1,1,1,MA-1351-443CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443CB30,1,1,1,1,MA-1351-443CB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443CB38,1,1,1,1,MA-1351-443CB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443DA38,1,1,1,1,MA-1351-443DA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443DB38,1,1,1,1,MA-1351-443DB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443EA3138,1,1,1,1,MA-1351-443EA3138,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443EA38,1,1,1,1,MA-1351-443EA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-443FA38,1,1,1,1,MA-1351-443FA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-444BA,1,1,1,1,MA-1351-444BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-444CA,1,1,1,1,MA-1351-444CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-444DA,1,1,1,1,MA-1351-444DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-444EA,1,1,1,1,MA-1351-444DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-444FA,1,1,1,1,MA-1351-444DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1351-456AA30,1,1,1,1,MA-1351-456AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-12A02AA24,1,1,1,1,MA-1355-12A02AA24,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-12A02BA24,1,1,1,1,MA-1355-12A02BA24,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-307BB,1,1,1,1,MA-1355-307BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-307BC,1,1,1,1,MA-1355-307BC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-307BD,1,1,1,1,MA-1355-307BD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-421DA,1,1,1,1,MA-1355-421DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-421EA,1,1,1,1,MA-1355-421EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-432AA,1,1,1,1,MA-1355-432AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-443BA24,1,1,1,1,MA-1355-443BA24,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1355-443CA24,1,1,1,1,MA-1355-443CA24,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-233DC,1,1,1,1,MA-150-233DC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-233EA,1,1,1,1,MA-150-233EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-233EB,1,1,1,1,MA-150-233EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-233EC,1,1,1,1,MA-150-233EC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-233ED,1,1,1,1,MA-150-233ED,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
150-253BB,1,1,1,1,MA-150-253BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01AA30,1,1,1,1,MA-1531-12A01AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01AA38,1,1,1,1,MA-1531-12A01AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01BA30,1,1,1,1,MA-1531-12A01BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01BA38,1,1,1,1,MA-1531-12A01BA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01CA30,1,1,1,1,MA-1531-12A01CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01CA38,1,1,1,1,MA-1531-12A01CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01CA38-P,1,1,1,1,MA-1531-12A01CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01DA38,1,1,1,1,MA-1531-12A01DA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01GA30,1,1,1,1,MA-1531-12A01GA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01GA38,1,1,1,1,MA-1531-12A01GA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01HA38,1,1,1,1,MA-1531-12A01HA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01JA38,1,1,1,1,MA-1531-12A01JA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-12A01KA38,1,1,1,1,MA-1531-12A01KA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307AA,1,1,1,1,MA-1531-307AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307AB,1,1,1,1,MA-1531-307AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307BA,1,1,1,1,MA-1531-307BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307BB,1,1,1,1,MA-1531-307BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307CA,1,1,1,1,MA-1531-307CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307CB,1,1,1,1,MA-1531-307CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307CC,1,1,1,1,MA-1531-307CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307DB,1,1,1,1,MA-1531-307DB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307DC,1,1,1,1,MA-1531-307DC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307EA,1,1,1,1,MA-1531-307EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-307FA,1,1,1,1,MA-1531-307FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-310BA,1,1,1,1,MA-1531-310BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-310BB,1,1,1,1,MA-1531-310BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-310CA,1,1,1,1,MA-1531-310CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702AA,1,1,1,1,MA-1531-702AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702BA,1,1,1,1,MA-1531-702BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702CA,1,1,1,1,MA-1531-702CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702DA,1,1,1,1,MA-1531-702DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702EA,1,1,1,1,MA-1531-702EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702FA,1,1,1,1,MA-1531-702FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702GA,1,1,1,1,MA-1531-702GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702HA,1,1,1,1,MA-1531-702HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702JA,1,1,1,1,MA-1531-702JA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702KA,1,1,1,1,MA-1531-702KA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702LA,1,1,1,1,MA-1531-702LA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1531-702MA0726,1,1,1,1,MA-1531-702MA0726,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1532-443AA30,1,1,1,1,MA-1532-443AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1532-443BA26,1,1,1,1,MA-1532-443BA26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1532-443BA30,1,1,1,1,MA-1532-443BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1532-443BB26,1,1,1,1,MA-1532-443BB26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1535-444AA,1,1,1,1,MA-1535-444AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1535-702AA,1,1,1,1,MA-1535-702AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1535-702BA,1,1,1,1,MA-1535-702BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1536-443AA30,1,1,1,1,MA-1536-443AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1555-307AA38,1,1,1,1,MA-1555-307AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1555-307AB38,1,1,1,1,MA-1555-307AB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1555-307BA38,1,1,1,1,MA-1555-307BA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1555-444AA,1,1,1,1,MA-1555-444AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BD38,1,1,1,1,MA-161-105BD38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-1A,1,1,1,1,MA-161-105BEN30-1A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-2A,1,1,1,1,MA-161-105BEN30-2A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-3A,1,1,1,1,MA-161-105BEN30-3A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-6A,1,1,1,1,MA-161-105BEN30-6A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-7A,1,1,1,1,MA-161-105BEN30-7A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105BEN30-8A,1,1,1,1,MA-161-105BEN30-8A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-105CD38,1,1,1,1,MA-161-105CD38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-120CA30,1,1,1,1,MA-161-120CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-120CA38,1,1,1,1,MA-161-120CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-312BA,1,1,1,1,MA-161-312BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-420EA,1,1,1,1,MA-161-420EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-438AA,1,1,1,1,MA-161-438AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-443DA30,1,1,1,1,MA-161-443DA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-444HA,1,1,1,1,MA-161-444HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-444NA,1,1,1,1,MA-161-444NA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-444PA,1,1,1,1,MA-161-444PA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-444QA,1,1,1,1,MA-161-444QA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-453GA,1,1,1,1,MA-161-453GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-453HA,1,1,1,1,MA-161-453HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-454EB,1,1,1,1,MA-161-454EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
161-481AA30,1,1,1,1,MA-161-481AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4BE,1,1,1,1,MA-162-105-4BE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4BF,1,1,1,1,MA-162-105-4BF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4CE,1,1,1,1,MA-162-105-4CE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4CF,1,1,1,1,MA-162-105-4CF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4CSF,1,1,1,1,MA-162-105-4CSF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4DF,1,1,1,1,MA-162-105-4DF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105-4DSF,1,1,1,1,MA-162-105-4DSF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105FC38,1,1,1,1,MA-162-105FC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-105GC38,1,1,1,1,MA-162-105GC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-116CC,1,1,1,1,MA-162-116CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-116EB,1,1,1,1,MA-162-116EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120AA26,1,1,1,1,MA-162-120AA26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120AA30-4,1,1,1,1,MA-162-120AA30-4,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120AA38,1,1,1,1,MA-162-120AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120BA30,1,1,1,1,MA-162-120BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120CA30,1,1,1,1,MA-162-120CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120DA30,1,1,1,1,MA-162-120DA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120DB30,1,1,1,1,MA-162-120DB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-120DB38,1,1,1,1,MA-162-120DB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-304BA230,1,1,1,1,MA-162-304BA230,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-304CA140,1,1,1,1,MA-162-304CA140,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-304CA170,1,1,1,1,MA-162-304CA170,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307GA,1,1,1,1,MA-162-307GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307GB,1,1,1,1,MA-162-307GB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307GC,1,1,1,1,MA-162-307GC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307GD,1,1,1,1,MA-162-307GD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307HA,1,1,1,1,MA-162-307HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307HB,1,1,1,1,MA-162-307HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307JA,1,1,1,1,MA-162-307JA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307JB,1,1,1,1,MA-162-307JB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307KB,1,1,1,1,MA-162-307KB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-307LA,1,1,1,1,MA-162-307LA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-444GA,1,1,1,1,MA-162-444GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-444GD,1,1,1,1,MA-162-444GD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-444JC,1,1,1,1,MA-162-444JC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-444JD,1,1,1,1,MA-161-444GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-444RA,1,1,1,1,MA-162-444RA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-702CD,1,1,1,1,MA-162-702CD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-702CE,1,1,1,1,MA-162-702CE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-702CF,1,1,1,1,MA-162-702CF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
162-702CG,1,1,1,1,MA-162-702CG,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4BC,1,1,1,1,MA-1631-105-4BC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4BD,1,1,1,1,MA-1631-105-4BD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4BE,1,1,1,1,MA-1631-105-4BE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4BF,1,1,1,1,MA-1631-105-4BF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4CE,1,1,1,1,MA-1631-105-4CE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4CF,1,1,1,1,MA-1631-105-4CF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105-4DA,1,1,1,1,MA-1631-105-4DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AA30,1,1,1,1,MA-1631-105AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AA38,1,1,1,1,MA-1631-105AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AAL30,1,1,1,1,MA-1631-105AAL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AAL38,1,1,1,1,MA-1631-105AAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AAM30,1,1,1,1,MA-1631-105AAM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AAM38,1,1,1,1,MA-1631-105AAM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AB30,1,1,1,1,MA-1631-105AB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AB38,1,1,1,1,MA-1631-105AB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ABL30,1,1,1,1,MA-1631-105ABL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ABL38,1,1,1,1,MA-1631-105ABL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ABM30,1,1,1,1,MA-1631-105ABM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ABM38,1,1,1,1,MA-1631-105ABM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AC30,1,1,1,1,MA-1631-105AC30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AC38,1,1,1,1,MA-1631-105AC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ACL30,1,1,1,1,MA-1631-105ACL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ACL38,1,1,1,1,MA-1631-105ACL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ACM30,1,1,1,1,MA-1631-105ACM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ACM38,1,1,1,1,MA-1631-105ACM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AD30,1,1,1,1,MA-1631-105AD30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105AD38,1,1,1,1,MA-1631-105AD38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ADL30,1,1,1,1,MA-1631-105ADL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ADL38,1,1,1,1,MA-1631-105ADL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ADM30,1,1,1,1,MA-1631-105ADM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105ADM38,1,1,1,1,MA-1631-105ADM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BA30,1,1,1,1,MA-1631-105BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BA38,1,1,1,1,MA-1631-105BA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BAL30,1,1,1,1,MA-1631-105BAL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BAL38,1,1,1,1,MA-1631-105BAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BAM30,1,1,1,1,MA-1631-105BAM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BAM38,1,1,1,1,MA-1631-105BAM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BB30,1,1,1,1,MA-1631-105BB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BB38,1,1,1,1,MA-1631-105BB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BBL30,1,1,1,1,MA-1631-105BBL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BBL38,1,1,1,1,MA-1631-105BBL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BBM30,1,1,1,1,MA-1631-105BBM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BBM38,1,1,1,1,MA-1631-105BBM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BC30,1,1,1,1,MA-1631-105BC30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BC38,1,1,1,1,MA-1631-105BC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BCL30,1,1,1,1,MA-1631-105BCL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BCL38,1,1,1,1,MA-1631-105BCL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BCM30,1,1,1,1,MA-1631-105BCM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105BCM38,1,1,1,1,MA-1631-105BCM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CA30,1,1,1,1,MA-1631-105CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CA38,1,1,1,1,MA-1631-105CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CAL30,1,1,1,1,MA-1631-105CAL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CAL38,1,1,1,1,MA-1631-105CAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CAM30,1,1,1,1,MA-1631-105CAM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CAM38,1,1,1,1,MA-1631-105CAM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CB30,1,1,1,1,MA-1631-105CB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CB38,1,1,1,1,MA-1631-105CB38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CBL30,1,1,1,1,MA-1631-105CBL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CBL38,1,1,1,1,MA-1631-105CBL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CBM30,1,1,1,1,MA-1631-105CBM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CBM38,1,1,1,1,MA-1631-105CBM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CC30,1,1,1,1,MA-1631-105CC30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CC38,1,1,1,1,MA-1631-105CC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CCL30,1,1,1,1,MA-1631-105CCL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CCL38,1,1,1,1,MA-1631-105CCL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CCM30,1,1,1,1,MA-1631-105CCM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CCM38,1,1,1,1,MA-1631-105CCM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CD30,1,1,1,1,MA-1631-105CD30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CD38,1,1,1,1,MA-1631-105CD38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CDL30,1,1,1,1,MA-1631-105CDL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CDL38,1,1,1,1,MA-1631-105CDL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CDM30,1,1,1,1,MA-1631-105CDM30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105CDM38,1,1,1,1,MA-1631-105CDM38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105DA30,1,1,1,1,MA-1631-105DA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105DA38,1,1,1,1,MA-1631-105DA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1631-105DAL30,1,1,1,1,MA-1631-105DAL30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
