H,defTopId,S1C0,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C13,S1C23,S1C33,S1C43,S1C53,S1C63,S1C73,S1C83,S1C93,S1C103,S1C113,S1C123,S1C133,S1C143,S1C153,S1C163,S1C173,S1C183,S1C193,S1C203,S1C213,S1C223,S1C233,S1C243,S1C253,S1C263,S1C273,S1C283,S1C293,S1C303,S1C313,S1C323,S1C333,S1C343,S1C353,S1C363,S1C373,S1C383,S1C393,S1C403,S1C413,S1C423,S1C433,S1C443,S1C453,S1C463,S1C473,S1C483,S1C493,S1C503,S1C513,S1C523,S1C533,S1C543,S1C553,S1C563,S1C573,S1C583,S1C593,S1C603,S1C613,S1C623,S1C633,S1C643,S1C653,S1C663,S1C673,S1C683,S1C693,S1C703,S1C713,S2C198,S2C199,S2C200
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD013,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD014,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD015,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD016,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,7,25DKD017,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,7,25DKD018,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,7,25DKD019,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,7,25DKD020,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,7,25DKD021,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8ERS,38,16,1860,【■シリンダー針】,21122CB022,,21122CC022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47418DB71V,,47418DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD022,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD023,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD024,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD025,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD026,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,3,25DKD027,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,3,25DKD028,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,3,25DKD029,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,3,25DKD030,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,3,25DKD031,CHINA　　　寧波申洲針織品有限公司,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD032,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD033,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD034,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD035,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD036,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD037,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD038,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD039,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD040,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD041,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD042,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD043,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD044,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD045,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,6,25DKD046,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,32,3408,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD047,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,28,2976,【■シリンダー針】,47428CB71V,,47428CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB71V,,47428DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD048,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,28,2976,【■シリンダー針】,47428CB71V,,47428CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB71V,,47428DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD049,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,28,2976,【■シリンダー針】,47428CB71V,,47428CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB71V,,47428DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD050,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,28,2976,【■シリンダー針】,47428CB71V,,47428CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB71V,,47428DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,2,25DKD051,CHINA　　　寧波申洲針織品有限公司,OD6B-M-7ES,34,28,2976,【■シリンダー針】,47428CB71V,,47428CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB71V,,47428DC71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD052,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD053,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD054,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,4,25DKD055,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD056,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD057,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD058,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,654,＜ﾉｰﾏﾙ Y無し用＞,2025,04,5,25DKD059,U.S.A.　　　ANTEX KNITTING MILLS (LAX),M-6ER11,30,18,1680,【■シリンダー針】,E516518CH81,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
